VXRT,Date
0.6899999976158142,2019-09-05
0.699999988079071,2019-09-06
0.7200000286102295,2019-09-09
0.75,2019-09-10
0.7400000095367432,2019-09-11
0.6200000047683716,2019-09-12
0.6499999761581421,2019-09-13
0.6600000262260437,2019-09-16
0.6499999761581421,2019-09-17
0.6399999856948853,2019-09-18
0.6100000143051147,2019-09-19
0.5600000023841858,2019-09-20
0.5199999809265137,2019-09-23
0.49000000953674316,2019-09-24
0.3100000023841858,2019-09-25
0.30000001192092896,2019-09-26
0.3100000023841858,2019-09-27
0.36000001430511475,2019-09-30
0.3499999940395355,2019-10-01
0.36000001430511475,2019-10-02
0.3400000035762787,2019-10-03
0.3400000035762787,2019-10-04
0.3700000047683716,2019-10-07
0.36000001430511475,2019-10-08
0.36000001430511475,2019-10-09
0.3799999952316284,2019-10-10
0.3499999940395355,2019-10-11
0.3799999952316284,2019-10-14
0.3799999952316284,2019-10-15
0.3700000047683716,2019-10-16
0.3799999952316284,2019-10-17
0.3700000047683716,2019-10-18
0.3499999940395355,2019-10-21
0.3499999940395355,2019-10-22
0.3400000035762787,2019-10-23
0.3199999928474426,2019-10-24
0.33000001311302185,2019-10-25
0.3199999928474426,2019-10-28
0.3100000023841858,2019-10-29
0.33000001311302185,2019-10-30
0.3199999928474426,2019-10-31
0.3199999928474426,2019-11-01
0.3199999928474426,2019-11-04
0.3400000035762787,2019-11-05
0.3499999940395355,2019-11-06
0.33000001311302185,2019-11-07
0.3499999940395355,2019-11-08
0.3499999940395355,2019-11-11
0.33000001311302185,2019-11-12
0.3400000035762787,2019-11-13
0.3100000023841858,2019-11-14
0.3100000023841858,2019-11-15
0.3100000023841858,2019-11-18
0.28999999165534973,2019-11-19
0.28999999165534973,2019-11-20
0.2800000011920929,2019-11-21
0.2800000011920929,2019-11-22
0.3100000023841858,2019-11-25
0.38999998569488525,2019-11-26
0.33000001311302185,2019-11-27
0.33000001311302185,2019-11-29
0.3199999928474426,2019-12-02
0.3199999928474426,2019-12-03
0.3199999928474426,2019-12-04
0.3199999928474426,2019-12-05
0.3199999928474426,2019-12-06
0.33000001311302185,2019-12-09
0.3199999928474426,2019-12-10
0.3100000023841858,2019-12-11
0.3199999928474426,2019-12-12
0.3100000023841858,2019-12-13
0.3100000023841858,2019-12-16
0.3100000023841858,2019-12-17
0.30000001192092896,2019-12-18
0.3100000023841858,2019-12-19
0.28999999165534973,2019-12-20
0.30000001192092896,2019-12-23
0.30000001192092896,2019-12-24
0.3199999928474426,2019-12-26
0.3400000035762787,2019-12-27
0.36000001430511475,2019-12-30
0.3499999940395355,2019-12-31
0.36000001430511475,2020-01-02
0.3400000035762787,2020-01-03
0.3400000035762787,2020-01-06
0.36000001430511475,2020-01-07
0.3400000035762787,2020-01-08
0.36000001430511475,2020-01-09
0.3499999940395355,2020-01-10
0.3499999940395355,2020-01-13
0.36000001430511475,2020-01-14
0.4099999964237213,2020-01-15
0.4000000059604645,2020-01-16
0.3799999952316284,2020-01-17
0.5299999713897705,2020-01-21
0.5899999737739563,2020-01-22
0.5299999713897705,2020-01-23
0.49000000953674316,2020-01-24
0.6399999856948853,2020-01-27
0.8799999952316284,2020-01-28
0.7200000286102295,2020-01-29
0.7300000190734863,2020-01-30
1.25,2020-01-31
1.600000023841858,2020-02-03
1.1799999475479126,2020-02-04
1.090000033378601,2020-02-05
1.0299999713897705,2020-02-06
1.1100000143051147,2020-02-07
1.1799999475479126,2020-02-10
1.0800000429153442,2020-02-11
1.059999942779541,2020-02-12
1.0700000524520874,2020-02-13
1.100000023841858,2020-02-14
1.100000023841858,2020-02-18
1.0399999618530273,2020-02-19
1.090000033378601,2020-02-20
1.090000033378601,2020-02-21
1.2799999713897705,2020-02-24
1.2100000381469727,2020-02-25
1.649999976158142,2020-02-26
2.4700000286102295,2020-02-27
2.869999885559082,2020-02-28
2.3399999141693115,2020-03-02
2.1600000858306885,2020-03-03
2.0999999046325684,2020-03-04
2.4000000953674316,2020-03-05
2.559999942779541,2020-03-06
2.759999990463257,2020-03-09
1.899999976158142,2020-03-10
2.069999933242798,2020-03-11
1.8700000047683716,2020-03-12
1.4600000381469727,2020-03-13
1.1799999475479126,2020-03-16
1.9299999475479126,2020-03-17
2.3399999141693115,2020-03-18
1.9199999570846558,2020-03-19
1.7999999523162842,2020-03-20
1.850000023841858,2020-03-23
1.7000000476837158,2020-03-24
1.6799999475479126,2020-03-25
1.7000000476837158,2020-03-26
1.7400000095367432,2020-03-27
1.7000000476837158,2020-03-30
1.7699999809265137,2020-03-31
1.7300000190734863,2020-04-01
1.6799999475479126,2020-04-02
1.7000000476837158,2020-04-03
