REGN,Date
301.57000732421875,2019-10-17
300.19000244140625,2019-10-18
297.989990234375,2019-10-21
301.30999755859375,2019-10-22
305.0199890136719,2019-10-23
305.7699890136719,2019-10-24
306.2099914550781,2019-10-25
308.55999755859375,2019-10-28
310.4599914550781,2019-10-29
311.0,2019-10-30
306.2799987792969,2019-10-31
310.4800109863281,2019-11-01
311.0400085449219,2019-11-04
332.6000061035156,2019-11-05
324.489990234375,2019-11-06
326.3900146484375,2019-11-07
341.7900085449219,2019-11-08
344.2799987792969,2019-11-11
348.4100036621094,2019-11-12
348.29998779296875,2019-11-13
338.3900146484375,2019-11-14
344.8699951171875,2019-11-15
340.19000244140625,2019-11-18
344.4599914550781,2019-11-19
344.239990234375,2019-11-20
350.7799987792969,2019-11-21
360.6600036621094,2019-11-22
366.82000732421875,2019-11-25
363.8299865722656,2019-11-26
371.5799865722656,2019-11-27
369.0,2019-11-29
366.0799865722656,2019-12-02
368.80999755859375,2019-12-03
369.9700012207031,2019-12-04
368.3399963378906,2019-12-05
372.260009765625,2019-12-06
365.6300048828125,2019-12-09
367.6700134277344,2019-12-10
373.5299987792969,2019-12-11
372.1600036621094,2019-12-12
376.4200134277344,2019-12-13
376.010009765625,2019-12-16
369.1000061035156,2019-12-17
371.3599853515625,2019-12-18
372.54998779296875,2019-12-19
375.6199951171875,2019-12-20
374.20001220703125,2019-12-23
376.510009765625,2019-12-24
374.8599853515625,2019-12-26
373.32000732421875,2019-12-27
373.70001220703125,2019-12-30
375.4800109863281,2019-12-31
373.3500061035156,2020-01-02
369.1600036621094,2020-01-03
371.739990234375,2020-01-06
373.1300048828125,2020-01-07
382.4200134277344,2020-01-08
383.4700012207031,2020-01-09
381.4100036621094,2020-01-10
378.92999267578125,2020-01-13
387.6199951171875,2020-01-14
390.75,2020-01-15
385.57000732421875,2020-01-16
385.94000244140625,2020-01-17
363.7099914550781,2020-01-21
359.1400146484375,2020-01-22
356.6000061035156,2020-01-23
345.2799987792969,2020-01-24
339.4200134277344,2020-01-27
344.0799865722656,2020-01-28
339.25,2020-01-29
336.17999267578125,2020-01-30
337.94000244140625,2020-01-31
341.1199951171875,2020-02-03
356.0,2020-02-04
372.1600036621094,2020-02-05
389.8500061035156,2020-02-06
381.8699951171875,2020-02-07
386.2099914550781,2020-02-10
396.75,2020-02-11
406.29998779296875,2020-02-12
398.80999755859375,2020-02-13
399.54998779296875,2020-02-14
397.6499938964844,2020-02-18
400.80999755859375,2020-02-19
399.1400146484375,2020-02-20
403.1499938964844,2020-02-21
425.3800048828125,2020-02-24
442.3500061035156,2020-02-25
457.9200134277344,2020-02-26
431.6099853515625,2020-02-27
444.57000732421875,2020-02-28
464.75,2020-03-02
461.54998779296875,2020-03-03
493.4800109863281,2020-03-04
488.1700134277344,2020-03-05
494.42999267578125,2020-03-06
474.44000244140625,2020-03-09
475.0199890136719,2020-03-10
464.70001220703125,2020-03-11
431.8900146484375,2020-03-12
465.54998779296875,2020-03-13
440.8299865722656,2020-03-16
491.69000244140625,2020-03-17
485.0,2020-03-18
489.8299865722656,2020-03-19
438.45001220703125,2020-03-20
455.6300048828125,2020-03-23
449.5299987792969,2020-03-24
429.7799987792969,2020-03-25
452.29998779296875,2020-03-26
449.5199890136719,2020-03-27
473.0,2020-03-30
488.2900085449219,2020-03-31
496.6499938964844,2020-04-01
498.75,2020-04-02
493.32000732421875,2020-04-03
