GILD,Date
64.50841522216797,2019-09-18
64.74398803710938,2019-09-19
65.19550323486328,2019-09-20
64.51822662353516,2019-09-23
63.36979675292969,2019-09-24
63.01643371582031,2019-09-25
62.133026123046875,2019-09-26
61.74040222167969,2019-09-27
62.211551666259766,2019-09-30
62.05450439453125,2019-10-01
60.4839973449707,2019-10-02
61.0827522277832,2019-10-03
61.40666961669922,2019-10-04
61.57353210449219,2019-10-07
60.552703857421875,2019-10-08
60.83736038208008,2019-10-09
62.0937614440918,2019-10-10
62.810306549072266,2019-10-11
63.32072067260742,2019-10-14
64.09615325927734,2019-10-15
64.14522552490234,2019-10-16
64.02745056152344,2019-10-17
63.71334457397461,2019-10-18
64.0078125,2019-10-21
64.64582824707031,2019-10-22
65.3525619506836,2019-10-23
64.78324890136719,2019-10-24
62.15265655517578,2019-10-25
62.55509948730469,2019-10-28
62.2802619934082,2019-10-29
61.98579406738281,2019-10-30
62.53546905517578,2019-10-31
63.46795654296875,2019-11-01
64.0078125,2019-11-04
64.18450164794922,2019-11-05
64.20413208007812,2019-11-06
62.78085708618164,2019-11-07
64.1746826171875,2019-11-08
63.44831848144531,2019-11-11
63.134220123291016,2019-11-12
62.162471771240234,2019-11-13
62.63362503051758,2019-11-14
63.870391845703125,2019-11-15
63.104774475097656,2019-11-18
63.80168914794922,2019-11-19
63.683895111083984,2019-11-20
64.51822662353516,2019-11-21
64.05689239501953,2019-11-22
65.98075866699219,2019-11-25
66.0396499633789,2019-11-26
65.88260650634766,2019-11-27
66.0003890991211,2019-11-29
64.90103912353516,2019-12-02
64.85195922851562,2019-12-03
65.51942443847656,2019-12-04
64.71454620361328,2019-12-05
65.84334564208984,2019-12-06
65.69609832763672,2019-12-09
65.84334564208984,2019-12-10
66.53043365478516,2019-12-11
67.0060043334961,2019-12-12
65.16316223144531,2019-12-13
65.50994110107422,2019-12-16
65.58919525146484,2019-12-17
65.0739974975586,2019-12-18
64.68759155273438,2019-12-19
66.23320007324219,2019-12-20
66.13412475585938,2019-12-23
66.10440063476562,2019-12-24
65.7774429321289,2019-12-26
65.34149932861328,2019-12-27
64.33091735839844,2019-12-30
64.38045501708984,2019-12-31
64.6281509399414,2020-01-02
64.46961975097656,2020-01-03
65.04427337646484,2020-01-06
64.5191650390625,2020-01-07
65.1928939819336,2020-01-08
65.23251342773438,2020-01-09
64.42999267578125,2020-01-10
63.71663284301758,2020-01-13
63.60764694213867,2020-01-14
63.50857162475586,2020-01-15
62.616878509521484,2020-01-16
62.39890670776367,2020-01-17
62.05213928222656,2020-01-21
62.815032958984375,2020-01-22
63.35004806518555,2020-01-23
62.56734085083008,2020-01-24
63.241065979003906,2020-01-27
63.76617431640625,2020-01-28
63.706729888916016,2020-01-29
63.43921661376953,2020-01-30
62.616878509521484,2020-01-31
65.74771881103516,2020-02-03
66.77812957763672,2020-02-04
65.26224517822266,2020-02-05
67.58065032958984,2020-02-06
68.23456573486328,2020-02-07
68.35345458984375,2020-02-10
67.13480377197266,2020-02-11
66.332275390625,2020-02-12
66.18366241455078,2020-02-13
66.9366455078125,2020-02-14
66.3917236328125,2020-02-18
66.72858428955078,2020-02-19
66.3818130493164,2020-02-20
69.05690002441406,2020-02-21
72.22737884521484,2020-02-24
69.45320892333984,2020-02-25
74.0107650756836,2020-02-26
71.9896011352539,2020-02-27
68.72003936767578,2020-02-28
74.70431518554688,2020-03-02
73.5252914428711,2020-03-03
75.30868530273438,2020-03-04
75.42757415771484,2020-03-05
79.47984313964844,2020-03-06
72.8416519165039,2020-03-09
71.67254638671875,2020-03-10
73.0199966430664,2020-03-11
68.58000183105469,2020-03-12
70.75,2020-03-13
68.9000015258789,2020-03-16
74.5199966430664,2020-03-17
79.41999816894531,2020-03-18
78.55000305175781,2020-03-19
73.26000213623047,2020-03-20
72.61000061035156,2020-03-23
73.95999908447266,2020-03-24
69.66000366210938,2020-03-25
73.86000061035156,2020-03-26
72.8499984741211,2020-03-27
75.93000030517578,2020-03-30
74.76000213623047,2020-03-31
72.51000213623047,2020-04-01
76.9800033569336,2020-04-02
78.20999908447266,2020-04-03
