GILD,Date
70.50591278076172,2016-09-28
69.51488494873047,2016-09-29
70.63984680175781,2016-09-30
69.66666412353516,2016-10-03
68.96133422851562,2016-10-04
69.25595092773438,2016-10-05
68.04173278808594,2016-10-06
67.17569732666016,2016-10-07
67.39889526367188,2016-10-10
65.90789031982422,2016-10-11
65.20256805419922,2016-10-12
65.22933959960938,2016-10-13
64.95256805419922,2016-10-14
64.85436248779297,2016-10-17
65.54183959960938,2016-10-18
65.47933959960938,2016-10-19
66.34536743164062,2016-10-20
66.3275146484375,2016-10-21
66.20252227783203,2016-10-24
66.43464660644531,2016-10-25
67.30068969726562,2016-10-26
67.70245361328125,2016-10-27
65.96145629882812,2016-10-28
65.7382583618164,2016-10-31
66.13109588623047,2016-11-01
64.73831176757812,2016-11-02
64.06867218017578,2016-11-03
64.66686248779297,2016-11-04
66.068603515625,2016-11-07
66.10432434082031,2016-11-08
70.05950927734375,2016-11-09
69.49702453613281,2016-11-10
68.22921752929688,2016-11-11
68.52384948730469,2016-11-14
68.16674041748047,2016-11-15
67.85424041748047,2016-11-16
67.4792709350586,2016-11-17
66.62216186523438,2016-11-18
66.9435806274414,2016-11-21
66.47930145263672,2016-11-22
67.22926330566406,2016-11-23
67.354248046875,2016-11-25
66.55072021484375,2016-11-28
66.84535217285156,2016-11-29
65.80076599121094,2016-11-30
65.03292083740234,2016-12-01
64.65795135498047,2016-12-02
64.6043701171875,2016-12-05
64.70259857177734,2016-12-06
64.97936248779297,2016-12-07
64.30082702636719,2016-12-08
64.90794372558594,2016-12-09
65.59539031982422,2016-12-12
67.24877166748047,2016-12-13
68.03052520751953,2016-12-14
67.88675689697266,2016-12-15
66.58383178710938,2016-12-16
66.85340881347656,2016-12-19
66.53889465332031,2016-12-20
66.4580307006836,2016-12-21
65.864990234375,2016-12-22
66.17049407958984,2016-12-23
66.25137329101562,2016-12-27
65.38873291015625,2016-12-28
64.81365966796875,2016-12-29
64.34640502929688,2016-12-30
66.63775634765625,2017-01-03
68.63255310058594,2017-01-04
68.30009460449219,2017-01-05
67.83283233642578,2017-01-06
68.14733123779297,2017-01-09
67.40152740478516,2017-01-10
66.28730773925781,2017-01-11
65.91889190673828,2017-01-12
65.6583251953125,2017-01-13
64.615966796875,2017-01-17
64.81365966796875,2017-01-18
64.31045532226562,2017-01-19
63.80725860595703,2017-01-20
63.51972579956055,2017-01-23
63.12434768676758,2017-01-24
64.615966796875,2017-01-25
63.99595642089844,2017-01-26
64.03189086914062,2017-01-27
64.25654602050781,2017-01-30
65.10118865966797,2017-01-31
65.43365478515625,2017-02-01
64.92147827148438,2017-02-02
65.0023422241211,2017-02-03
65.04727935791016,2017-02-06
65.71221923828125,2017-02-07
60.05125045776367,2017-02-08
58.9370231628418,2017-02-09
59.62892532348633,2017-02-10
60.78807830810547,2017-02-13
60.698219299316406,2017-02-14
62.71998596191406,2017-02-15
63.178253173828125,2017-02-16
62.764923095703125,2017-02-17
62.26171875,2017-02-21
61.848384857177734,2017-02-22
62.333614349365234,2017-02-23
62.845787048339844,2017-02-24
63.34899139404297,2017-02-27
63.331031799316406,2017-02-28
63.07044219970703,2017-03-01
63.37594985961914,2017-03-02
63.56464385986328,2017-03-03
63.00754165649414,2017-03-06
62.019107818603516,2017-03-07
62.6301383972168,2017-03-08
61.453006744384766,2017-03-09
61.27330017089844,2017-03-10
61.192420959472656,2017-03-13
61.36445999145508,2017-03-14
61.99831008911133,2017-03-15
62.06168746948242,2017-03-16
62.53255844116211,2017-03-17
62.21562576293945,2017-03-20
61.337303161621094,2017-03-21
61.41879653930664,2017-03-22
61.110931396484375,2017-03-23
61.12905502319336,2017-03-24
61.1199836730957,2017-03-27
60.75779342651367,2017-03-28
60.902679443359375,2017-03-29
61.14714813232422,2017-03-30
61.50029754638672,2017-03-31
60.75779342651367,2017-04-03
60.649147033691406,2017-04-04
60.18735122680664,2017-04-05
60.19640350341797,2017-04-06
60.28695297241211,2017-04-07
60.14206314086914,2017-04-10
59.77988052368164,2017-04-11
59.96097183227539,2017-04-12
60.223567962646484,2017-04-13
60.395599365234375,2017-04-17
59.81609344482422,2017-04-18
60.01530456542969,2017-04-19
60.21451187133789,2017-04-20
59.69837951660156,2017-04-21
59.988136291503906,2017-04-24
60.775909423828125,2017-04-25
61.771942138671875,2017-04-26
62.0979118347168,2017-04-27
62.070735931396484,2017-04-28
61.672340393066406,2017-05-01
62.106956481933594,2017-05-02
60.857398986816406,2017-05-03
61.645172119140625,2017-05-04
61.39163589477539,2017-05-05
60.857398986816406,2017-05-08
61.219600677490234,2017-05-09
60.59480285644531,2017-05-10
60.404666900634766,2017-05-11
59.81609344482422,2017-05-12
59.716495513916016,2017-05-15
59.50822830200195,2017-05-16
58.412601470947266,2017-05-17
58.34016036987305,2017-05-18
58.15907287597656,2017-05-19
58.27677536010742,2017-05-22
58.57559585571289,2017-05-23
58.23149871826172,2017-05-24
58.45787811279297,2017-05-25
58.40354537963867,2017-05-26
58.39448928833008,2017-05-30
58.75669479370117,2017-05-31
58.512203216552734,2017-06-01
59.218482971191406,2017-06-02
59.29092025756836,2017-06-05
58.720458984375,2017-06-06
58.24055862426758,2017-06-07
58.0594596862793,2017-06-08
58.584632873535156,2017-06-09
59.24563980102539,2017-06-12
58.99210739135742,2017-06-13
59.320709228515625,2017-06-14
59.15639877319336,2017-06-15
58.52659606933594,2017-06-16
59.15639877319336,2017-06-19
59.86836242675781,2017-06-20
61.61174392700195,2017-06-21
64.33179473876953,2017-06-22
64.3683090209961,2017-06-23
65.02549743652344,2017-06-26
64.48695373535156,2017-06-27
65.64617919921875,2017-06-28
64.67864990234375,2017-06-29
64.60562896728516,2017-06-30
64.5325927734375,2017-07-03
64.67864990234375,2017-07-05
63.41902542114258,2017-07-06
63.20909881591797,2017-07-07
63.24559783935547,2017-07-10
63.30036926269531,2017-07-11
63.711116790771484,2017-07-12
64.4230728149414,2017-07-13
64.4139404296875,2017-07-14
64.94334411621094,2017-07-17
65.43624877929688,2017-07-18
66.37638854980469,2017-07-19
67.01532745361328,2017-07-20
67.3256607055664,2017-07-21
67.90071105957031,2017-07-24
67.30741119384766,2017-07-25
67.7181625366211,2017-07-26
68.42098236083984,2017-07-27
69.31550598144531,2017-07-28
69.45240020751953,2017-07-31
69.09644317626953,2017-08-01
69.2242202758789,2017-08-02
67.8824691772461,2017-08-03
66.77801513671875,2017-08-04
67.03358459472656,2017-08-07
66.87841033935547,2017-08-08
67.45346069335938,2017-08-09
66.3581314086914,2017-08-10
66.08431243896484,2017-08-11
66.45854949951172,2017-08-14
66.74150085449219,2017-08-15
66.95143127441406,2017-08-16
66.029541015625,2017-08-17
65.81959533691406,2017-08-18
66.26685333251953,2017-08-21
66.94230651855469,2017-08-22
67.30741119384766,2017-08-23
67.56298828125,2017-08-24
67.35306549072266,2017-08-25
68.17454528808594,2017-08-28
69.1329574584961,2017-08-29
74.14404296875,2017-08-30
76.40771484375,2017-08-31
76.4442138671875,2017-09-01
75.3580093383789,2017-09-05
75.7139892578125,2017-09-06
78.01416015625,2017-09-07
77.67644500732422,2017-09-08
77.14704132080078,2017-09-11
77.1379165649414,2017-09-12
76.38030242919922,2017-09-13
75.58125305175781,2017-09-14
75.64554595947266,2017-09-15
76.205810546875,2017-09-18
75.58125305175781,2017-09-19
75.90270233154297,2017-09-20
75.88433074951172,2017-09-21
76.4813461303711,2017-09-22
76.79363250732422,2017-09-25
76.931396484375,2017-09-26
77.02324676513672,2017-09-27
74.31375122070312,2017-09-28
74.41478729248047,2017-09-29
76.71096801757812,2017-10-02
76.4078598022461,2017-10-03
75.70063781738281,2017-10-04
76.70177459716797,2017-10-05
75.44347381591797,2017-10-06
75.29652404785156,2017-10-09
76.27010345458984,2017-10-10
75.8384017944336,2017-10-11
74.67195892333984,2017-10-12
74.55254364013672,2017-10-13
73.4320068359375,2017-10-16
73.6983642578125,2017-10-17
73.48712158203125,2017-10-18
74.93831634521484,2017-10-19
74.58929443359375,2017-10-20
73.63407135009766,2017-10-23
73.56978607177734,2017-10-24
73.37689208984375,2017-10-25
71.53076934814453,2017-10-26
70.78680419921875,2017-10-27
69.79486083984375,2017-10-30
68.84881591796875,2017-10-31
68.72943115234375,2017-11-01
67.79258728027344,2017-11-02
67.47109985351562,2017-11-03
66.47916412353516,2017-11-06
67.24150085449219,2017-11-07
67.14045715332031,2017-11-08
67.0669937133789,2017-11-09
67.75584411621094,2017-11-10
66.91083526611328,2017-11-13
65.34943389892578,2017-11-14
65.95563507080078,2017-11-15
66.50672149658203,2017-11-16
66.53427124023438,2017-11-17
66.24954986572266,2017-11-20
66.59857177734375,2017-11-21
66.8832778930664,2017-11-22
66.55264282226562,2017-11-24
65.85459899902344,2017-11-27
66.67204284667969,2017-11-28
67.66400146484375,2017-11-29
68.68350219726562,2017-11-30
69.19783782958984,2017-12-01
67.13127136230469,2017-12-04
67.31497192382812,2017-12-05
67.31497192382812,2017-12-06
66.79144287109375,2017-12-07
68.16914367675781,2017-12-08
69.69381713867188,2017-12-11
69.8866958618164,2017-12-12
70.33675384521484,2017-12-13
68.74617004394531,2017-12-14
69.88362884521484,2017-12-15
69.47673034667969,2017-12-18
68.75542449951172,2017-12-19
68.4410171508789,2017-12-20
67.5254898071289,2017-12-21
67.23883056640625,2017-12-22
67.22957611083984,2017-12-26
67.488525390625,2017-12-27
67.02613830566406,2017-12-28
66.24934387207031,2017-12-29
68.52423858642578,2018-01-02
69.04210662841797,2018-01-03
68.33927917480469,2018-01-04
68.91262817382812,2018-01-05
68.80166625976562,2018-01-08
72.22323608398438,2018-01-09
72.787353515625,2018-01-10
73.11101531982422,2018-01-11
73.07401275634766,2018-01-12
74.21147155761719,2018-01-16
75.58934783935547,2018-01-17
75.06224822998047,2018-01-18
74.88654327392578,2018-01-19
75.28418731689453,2018-01-22
74.85881042480469,2018-01-23
75.1824722290039,2018-01-24
75.08074188232422,2018-01-25
79.0294418334961,2018-01-26
82.11810302734375,2018-01-29
80.72174072265625,2018-01-30
77.49434661865234,2018-01-31
77.2076644897461,2018-02-01
75.58009338378906,2018-02-02
72.47293853759766,2018-02-05
74.33168029785156,2018-02-06
76.53260040283203,2018-02-07
72.33422088623047,2018-02-08
73.35145568847656,2018-02-09
74.1097412109375,2018-02-12
74.7108383178711,2018-02-13
75.663330078125,2018-02-14
75.41365051269531,2018-02-15
74.62760925292969,2018-02-16
74.84957122802734,2018-02-20
74.61835479736328,2018-02-21
73.42542266845703,2018-02-22
74.82181549072266,2018-02-23
75.63558959960938,2018-02-26
74.31319427490234,2018-02-27
72.80586242675781,2018-02-28
71.69615173339844,2018-03-01
72.76884460449219,2018-03-02
72.05679321289062,2018-03-05
73.35145568847656,2018-03-06
73.97102355957031,2018-03-07
74.04500579833984,2018-03-08
74.64610290527344,2018-03-09
74.96051788330078,2018-03-12
75.57085418701172,2018-03-13
74.99749755859375,2018-03-14
74.0475845336914,2018-03-15
74.26179504394531,2018-03-16
71.8776626586914,2018-03-19
71.63552856445312,2018-03-20
71.23506164550781,2018-03-21
70.3782730102539,2018-03-22
67.83582305908203,2018-03-23
70.35033416748047,2018-03-26
69.01856994628906,2018-03-27
69.64253234863281,2018-03-28
70.21063995361328,2018-03-29
68.1152114868164,2018-04-02
68.68331146240234,2018-04-03
70.21995544433594,2018-04-04
69.67979431152344,2018-04-05
68.36666107177734,2018-04-06
68.72987365722656,2018-04-09
69.86605072021484,2018-04-10
69.22345733642578,2018-04-11
70.11750793457031,2018-04-12
70.05229949951172,2018-04-13
69.5587158203125,2018-04-16
70.28514862060547,2018-04-17
70.48070526123047,2018-04-18
69.32589721679688,2018-04-19
68.63673400878906,2018-04-20
68.92544555664062,2018-04-23
67.72406005859375,2018-04-24
68.21765899658203,2018-04-25
68.822998046875,2018-04-26
68.78575897216797,2018-04-27
67.26773071289062,2018-04-30
67.57503509521484,2018-05-01
62.2852783203125,2018-05-02
60.711387634277344,2018-05-03
60.92558670043945,2018-05-04
60.42267608642578,2018-05-07
60.739322662353516,2018-05-08
61.177032470703125,2018-05-09
60.87902069091797,2018-05-10
61.614749908447266,2018-05-11
62.443603515625,2018-05-14
62.387718200683594,2018-05-15
62.909244537353516,2018-05-16
62.955806732177734,2018-05-17
63.346954345703125,2018-05-18
62.983741760253906,2018-05-21
63.170021057128906,2018-05-22
63.48665237426758,2018-05-23
62.89061737060547,2018-05-24
62.75092697143555,2018-05-25
62.70436096191406,2018-05-29
63.039642333984375,2018-05-30
62.76955795288086,2018-05-31
63.60771942138672,2018-06-01
65.3864974975586,2018-06-04
65.2468032836914,2018-06-05
67.02558898925781,2018-06-06
66.96041107177734,2018-06-07
66.96971893310547,2018-06-08
66.89521789550781,2018-06-11
66.75550842285156,2018-06-12
66.39230346679688,2018-06-13
66.7959976196289,2018-06-14
65.93228149414062,2018-06-15
64.8338851928711,2018-06-18
66.59884643554688,2018-06-19
67.08702850341797,2018-06-20
67.14334106445312,2018-06-21
66.72090148925781,2018-06-22
66.7865982055664,2018-06-25
65.9510726928711,2018-06-26
64.43958282470703,2018-06-27
66.02617645263672,2018-06-28
66.50495910644531,2018-06-29
66.91803741455078,2018-07-02
66.96498107910156,2018-07-03
68.35440826416016,2018-07-05
70.60752868652344,2018-07-06
71.95003509521484,2018-07-09
72.05329895019531,2018-07-10
71.36797332763672,2018-07-11
72.85128784179688,2018-07-12
72.6447525024414,2018-07-13
72.53209686279297,2018-07-16
72.47576141357422,2018-07-17
72.40067291259766,2018-07-18
72.3349380493164,2018-07-19
72.63536834716797,2018-07-20
72.6447525024414,2018-07-23
72.89822387695312,2018-07-24
74.09049987792969,2018-07-25
73.37701416015625,2018-07-26
72.109619140625,2018-07-27
71.64961242675781,2018-07-30
73.06722259521484,2018-07-31
73.1329345703125,2018-08-01
72.87944793701172,2018-08-02
73.16109466552734,2018-08-03
73.1047592163086,2018-08-06
73.58355712890625,2018-08-07
72.2035140991211,2018-08-08
73.26437377929688,2018-08-09
72.0345230102539,2018-08-10
72.44760131835938,2018-08-13
72.57903289794922,2018-08-14
70.26017761230469,2018-08-15
70.96428680419922,2018-08-16
68.45767211914062,2018-08-17
67.93195343017578,2018-08-20
68.83319854736328,2018-08-21
69.30259704589844,2018-08-22
68.85197448730469,2018-08-23
69.08667755126953,2018-08-24
70.24140930175781,2018-08-27
70.34466552734375,2018-08-28
70.99246978759766,2018-08-29
71.62144470214844,2018-08-30
71.09571838378906,2018-08-31
69.74383544921875,2018-09-04
69.96914672851562,2018-09-05
68.42012023925781,2018-09-06
67.8005142211914,2018-09-07
68.07276916503906,2018-09-10
67.80989837646484,2018-09-11
69.44343566894531,2018-09-12
70.1246109008789,2018-09-13
69.42449188232422,2018-09-14
68.85684204101562,2018-09-17
69.69886779785156,2018-09-18
69.89755249023438,2018-09-19
70.79633331298828,2018-09-20
71.43968200683594,2018-09-21
71.54376983642578,2018-09-24
70.94771575927734,2018-09-25
71.57212829589844,2018-09-26
72.4520034790039,2018-09-27
73.04804992675781,2018-09-28
73.75761413574219,2018-10-01
74.4293441772461,2018-10-02
74.74156188964844,2018-10-03
72.4330825805664,2018-10-04
72.13033294677734,2018-10-05
72.28170776367188,2018-10-08
72.41416931152344,2018-10-09
70.74903106689453,2018-10-10
68.59192657470703,2018-10-11
69.62318420410156,2018-10-12
68.85684204101562,2018-10-15
72.1965560913086,2018-10-16
71.54376983642578,2018-10-17
70.17191314697266,2018-10-18
69.32042694091797,2018-10-19
68.4405517578125,2018-10-22
67.80667877197266,2018-10-23
64.34396362304688,2018-10-24
64.92108154296875,2018-10-25
65.98070526123047,2018-10-26
67.07818603515625,2018-10-29
68.15673065185547,2018-10-30
64.50479888916016,2018-10-31
66.51998901367188,2018-11-01
65.69688415527344,2018-11-02
65.82933807373047,2018-11-05
66.55782318115234,2018-11-06
68.5730209350586,2018-11-07
68.00534057617188,2018-11-08
67.34309387207031,2018-11-09
66.6902847290039,2018-11-12
67.09711456298828,2018-11-13
66.74706268310547,2018-11-14
66.0185546875,2018-11-15
65.46981811523438,2018-11-16
64.34396362304688,2018-11-19
63.92768096923828,2018-11-20
63.14242172241211,2018-11-21
63.0004997253418,2018-11-23
63.33164978027344,2018-11-26
63.80469512939453,2018-11-27
65.46035766601562,2018-11-28
65.93340301513672,2018-11-29
68.0621337890625,2018-11-30
67.04032897949219,2018-12-03
65.80095672607422,2018-12-04
66.40645599365234,2018-12-06
64.47640991210938,2018-12-07
63.85200119018555,2018-12-10
64.06958770751953,2018-12-11
64.46695709228516,2018-12-12
64.25706481933594,2018-12-13
62.55881118774414,2018-12-14
62.12947463989258,2018-12-17
61.862327575683594,2018-12-18
61.25171661376953,2018-12-19
61.347129821777344,2018-12-20
59.74428176879883,2018-12-21
57.759803771972656,2018-12-24
60.31673049926758,2018-12-26
60.049583435058594,2018-12-27
59.038265228271484,2018-12-28
59.677494049072266,2018-12-31
60.52662658691406,2019-01-02
62.253501892089844,2019-01-03
65.11573028564453,2019-01-04
65.41149139404297,2019-01-07
64.96308135986328,2019-01-08
64.8199691772461,2019-01-09
64.91537475585938,2019-01-10
65.02986145019531,2019-01-11
64.16165924072266,2019-01-14
65.37332916259766,2019-01-15
64.53374481201172,2019-01-16
65.49736785888672,2019-01-17
66.0030288696289,2019-01-18
65.4019546508789,2019-01-22
65.11573028564453,2019-01-23
64.74363708496094,2019-01-24
65.73588562011719,2019-01-25
64.79134368896484,2019-01-28
66.39419555664062,2019-01-29
66.62317657470703,2019-01-30
66.79491424560547,2019-01-31
66.83306884765625,2019-02-01
66.83306884765625,2019-02-04
64.5719223022461,2019-02-05
65.59276580810547,2019-02-06
64.19027709960938,2019-02-07
64.37155151367188,2019-02-08
64.51466369628906,2019-02-11
62.3966178894043,2019-02-12
62.91181564331055,2019-02-13
63.32206726074219,2019-02-14
64.48604583740234,2019-02-15
63.694156646728516,2019-02-19
63.904056549072266,2019-02-20
62.53972244262695,2019-02-21
62.72099304199219,2019-02-22
62.348907470703125,2019-02-25
62.28211975097656,2019-02-26
62.55881118774414,2019-02-27
62.034061431884766,2019-02-28
62.978607177734375,2019-03-01
62.44431686401367,2019-03-04
61.43299865722656,2019-03-05
60.03050231933594,2019-03-06
59.658409118652344,2019-03-07
60.32626724243164,2019-03-08
61.385292053222656,2019-03-11
61.85279083251953,2019-03-12
62.73054122924805,2019-03-13
62.41264724731445,2019-03-14
63.221824645996094,2019-03-15
62.63420486450195,2019-03-18
63.08695983886719,2019-03-19
62.229618072509766,2019-03-20
62.53787612915039,2019-03-21
61.430076599121094,2019-03-22
61.4493408203125,2019-03-25
61.88282775878906,2019-03-26
61.32411575317383,2019-03-27
61.35300827026367,2019-03-28
62.624576568603516,2019-03-29
63.462650299072266,2019-04-01
63.8094367980957,2019-04-02
64.21403503417969,2019-04-03
64.38742065429688,2019-04-04
65.06175231933594,2019-04-05
64.9076156616211,2019-04-08
63.66494369506836,2019-04-09
64.9268798828125,2019-04-10
63.87687683105469,2019-04-11
62.884666442871094,2019-04-12
63.02916717529297,2019-04-15
62.17182540893555,2019-04-16
60.92915725708008,2019-04-17
60.64016342163086,2019-04-18
59.59979248046875,2019-04-22
60.72686004638672,2019-04-23
60.49566650390625,2019-04-24
61.7864990234375,2019-04-25
62.75944137573242,2019-04-26
62.53787612915039,2019-04-29
62.65347671508789,2019-04-30
62.489715576171875,2019-05-01
62.90394592285156,2019-05-02
64.66678619384766,2019-05-03
65.20624542236328,2019-05-06
63.96356964111328,2019-05-07
63.64568328857422,2019-05-08
63.70347213745117,2019-05-09
63.164031982421875,2019-05-10
61.815399169921875,2019-05-13
62.69200897216797,2019-05-14
62.90394592285156,2019-05-15
63.36631774902344,2019-05-16
63.92504119873047,2019-05-17
63.443389892578125,2019-05-20
64.07917022705078,2019-05-21
64.05990600585938,2019-05-22
64.70531463623047,2019-05-23
64.43558502197266,2019-05-24
61.62274169921875,2019-05-28
61.04475402832031,2019-05-29
61.01585388183594,2019-05-30
59.96584701538086,2019-05-31
61.29521560668945,2019-06-03
61.959896087646484,2019-06-04
62.07549285888672,2019-06-05
61.391544342041016,2019-06-06
62.95209884643555,2019-06-07
63.693851470947266,2019-06-10
63.67457580566406,2019-06-11
64.32962799072266,2019-06-12
65.14651489257812,2019-06-13
64.53385162353516,2019-06-14
65.25348663330078,2019-06-17
66.32321166992188,2019-06-18
66.3815689086914,2019-06-19
66.68303680419922,2019-06-20
67.47074127197266,2019-06-21
66.94560241699219,2019-06-24
66.59551239013672,2019-06-25
64.84504699707031,2019-06-26
65.23404693603516,2019-06-27
65.7008285522461,2019-06-28
65.9634017944336,2019-07-01
66.94560241699219,2019-07-02
67.10120391845703,2019-07-03
66.64412689208984,2019-07-05
65.6230239868164,2019-07-08
65.8855972290039,2019-07-09
65.60357666015625,2019-07-10
64.3685302734375,2019-07-11
64.43660736083984,2019-07-12
66.1968002319336,2019-07-15
65.09788513183594,2019-07-16
65.07843780517578,2019-07-17
65.36045837402344,2019-07-18
63.250179290771484,2019-07-19
63.12375259399414,2019-07-22
64.57274627685547,2019-07-23
64.80615234375,2019-07-24
64.49495697021484,2019-07-25
65.07843780517578,2019-07-26
66.0022964477539,2019-07-29
65.24376678466797,2019-07-30
63.71696472167969,2019-07-31
63.6683464050293,2019-08-01
63.16265106201172,2019-08-02
61.61640548706055,2019-08-05
62.2193489074707,2019-08-06
62.12209701538086,2019-08-07
63.036231994628906,2019-08-08
63.44466781616211,2019-08-09
62.2193489074707,2019-08-12
62.53054428100586,2019-08-13
61.38301086425781,2019-08-14
61.139892578125,2019-08-15
61.402462005615234,2019-08-16
62.345767974853516,2019-08-19
61.69420623779297,2019-08-20
62.36521530151367,2019-08-21
62.45274353027344,2019-08-22
60.789794921875,2019-08-23
61.26631546020508,2019-08-26
61.56778335571289,2019-08-27
61.88869857788086,2019-08-28
61.99567413330078,2019-08-29
61.79145431518555,2019-08-30
61.237144470214844,2019-09-03
61.52888488769531,2019-09-04
62.297142028808594,2019-09-05
63.036231994628906,2019-09-06
64.50467681884766,2019-09-09
65.23404693603516,2019-09-10
66.2065200805664,2019-09-11
65.13661193847656,2019-09-12
65.29366302490234,2019-09-13
64.66545867919922,2019-09-16
64.95011138916016,2019-09-17
