TBIO,Date
9.539999961853027,2019-05-10
9.279999732971191,2019-05-13
10.270000457763672,2019-05-14
10.420000076293945,2019-05-15
10.550000190734863,2019-05-16
10.020000457763672,2019-05-17
8.869999885559082,2019-05-20
9.399999618530273,2019-05-21
9.039999961853027,2019-05-22
9.220000267028809,2019-05-23
9.199999809265137,2019-05-24
9.960000038146973,2019-05-28
10.149999618530273,2019-05-29
10.989999771118164,2019-05-30
10.479999542236328,2019-05-31
9.510000228881836,2019-06-03
9.289999961853027,2019-06-04
9.34000015258789,2019-06-05
9.300000190734863,2019-06-06
9.789999961853027,2019-06-07
10.09000015258789,2019-06-10
10.050000190734863,2019-06-11
10.100000381469727,2019-06-12
10.079999923706055,2019-06-13
10.029999732971191,2019-06-14
10.079999923706055,2019-06-17
10.199999809265137,2019-06-18
11.220000267028809,2019-06-19
12.359999656677246,2019-06-20
12.5600004196167,2019-06-21
12.539999961853027,2019-06-24
12.430000305175781,2019-06-25
12.960000038146973,2019-06-26
12.859999656677246,2019-06-27
12.630000114440918,2019-06-28
12.09000015258789,2019-07-01
11.59000015258789,2019-07-02
11.890000343322754,2019-07-03
11.510000228881836,2019-07-05
10.739999771118164,2019-07-08
10.640000343322754,2019-07-09
10.319999694824219,2019-07-10
9.8100004196167,2019-07-11
10.149999618530273,2019-07-12
9.8100004196167,2019-07-15
9.729999542236328,2019-07-16
9.720000267028809,2019-07-17
9.600000381469727,2019-07-18
9.279999732971191,2019-07-19
9.619999885559082,2019-07-22
8.979999542236328,2019-07-23
8.899999618530273,2019-07-24
8.15999984741211,2019-07-25
8.380000114440918,2019-07-26
8.9399995803833,2019-07-29
9.010000228881836,2019-07-30
8.020000457763672,2019-07-31
8.029999732971191,2019-08-01
8.3100004196167,2019-08-02
8.100000381469727,2019-08-05
8.119999885559082,2019-08-06
8.0600004196167,2019-08-07
8.100000381469727,2019-08-08
8.140000343322754,2019-08-09
8.0,2019-08-12
8.239999771118164,2019-08-13
8.0,2019-08-14
7.940000057220459,2019-08-15
8.130000114440918,2019-08-16
8.140000343322754,2019-08-19
8.6899995803833,2019-08-20
8.720000267028809,2019-08-21
8.40999984741211,2019-08-22
8.34000015258789,2019-08-23
8.75,2019-08-26
8.729999542236328,2019-08-27
8.859999656677246,2019-08-28
9.239999771118164,2019-08-29
9.079999923706055,2019-08-30
9.4399995803833,2019-09-03
9.9399995803833,2019-09-04
10.050000190734863,2019-09-05
10.130000114440918,2019-09-06
9.979999542236328,2019-09-09
9.8100004196167,2019-09-10
10.270000457763672,2019-09-11
10.40999984741211,2019-09-12
10.579999923706055,2019-09-13
10.579999923706055,2019-09-16
10.989999771118164,2019-09-17
10.010000228881836,2019-09-18
10.100000381469727,2019-09-19
10.079999923706055,2019-09-20
10.449999809265137,2019-09-23
10.270000457763672,2019-09-24
10.069999694824219,2019-09-25
10.140000343322754,2019-09-26
10.0600004196167,2019-09-27
9.90999984741211,2019-09-30
9.90999984741211,2019-10-01
9.920000076293945,2019-10-02
9.819999694824219,2019-10-03
9.829999923706055,2019-10-04
9.800000190734863,2019-10-07
9.800000190734863,2019-10-08
9.6899995803833,2019-10-09
8.960000038146973,2019-10-10
8.109999656677246,2019-10-11
8.010000228881836,2019-10-14
8.350000381469727,2019-10-15
8.539999961853027,2019-10-16
8.770000457763672,2019-10-17
8.34000015258789,2019-10-18
8.770000457763672,2019-10-21
8.8100004196167,2019-10-22
8.989999771118164,2019-10-23
8.640000343322754,2019-10-24
8.930000305175781,2019-10-25
9.289999961853027,2019-10-28
9.229999542236328,2019-10-29
9.020000457763672,2019-10-30
9.145000457763672,2019-10-31
9.4399995803833,2019-11-01
9.470000267028809,2019-11-04
9.699999809265137,2019-11-05
9.350000381469727,2019-11-06
9.75,2019-11-07
9.40999984741211,2019-11-08
9.579999923706055,2019-11-11
9.420000076293945,2019-11-12
9.3100004196167,2019-11-13
9.15999984741211,2019-11-14
9.40999984741211,2019-11-15
9.630000114440918,2019-11-18
10.649999618530273,2019-11-19
11.0,2019-11-20
10.710000038146973,2019-11-21
9.819999694824219,2019-11-22
10.100000381469727,2019-11-25
9.460000038146973,2019-11-26
9.970000267028809,2019-11-27
10.050000190734863,2019-11-29
9.8100004196167,2019-12-02
10.0,2019-12-03
9.9399995803833,2019-12-04
9.710000038146973,2019-12-05
9.989999771118164,2019-12-06
8.680000305175781,2019-12-09
8.319999694824219,2019-12-10
8.460000038146973,2019-12-11
8.90999984741211,2019-12-12
8.640000343322754,2019-12-13
8.899999618530273,2019-12-16
8.640000343322754,2019-12-17
8.649999618530273,2019-12-18
8.40999984741211,2019-12-19
8.420000076293945,2019-12-20
8.8100004196167,2019-12-23
8.960000038146973,2019-12-24
8.520000457763672,2019-12-26
8.15999984741211,2019-12-27
8.359999656677246,2019-12-30
8.140000343322754,2019-12-31
7.900000095367432,2020-01-02
7.5,2020-01-03
7.440000057220459,2020-01-06
7.550000190734863,2020-01-07
7.71999979019165,2020-01-08
8.15999984741211,2020-01-09
7.900000095367432,2020-01-10
7.639999866485596,2020-01-13
7.849999904632568,2020-01-14
8.550000190734863,2020-01-15
8.34000015258789,2020-01-16
8.039999961853027,2020-01-17
8.069999694824219,2020-01-21
8.350000381469727,2020-01-22
8.699999809265137,2020-01-23
8.050000190734863,2020-01-24
7.889999866485596,2020-01-27
7.840000152587891,2020-01-28
7.710000038146973,2020-01-29
7.53000020980835,2020-01-30
7.170000076293945,2020-01-31
7.010000228881836,2020-02-03
7.300000190734863,2020-02-04
7.610000133514404,2020-02-05
7.71999979019165,2020-02-06
7.510000228881836,2020-02-07
7.880000114440918,2020-02-10
7.949999809265137,2020-02-11
7.889999866485596,2020-02-12
8.0,2020-02-13
7.840000152587891,2020-02-14
7.989999771118164,2020-02-18
8.020000457763672,2020-02-19
7.889999866485596,2020-02-20
7.889999866485596,2020-02-21
7.349999904632568,2020-02-24
7.28000020980835,2020-02-25
7.239999771118164,2020-02-26
7.25,2020-02-27
7.579999923706055,2020-02-28
7.75,2020-03-02
7.659999847412109,2020-03-03
7.880000114440918,2020-03-04
7.769999980926514,2020-03-05
7.400000095367432,2020-03-06
7.360000133514404,2020-03-09
7.320000171661377,2020-03-10
7.429999828338623,2020-03-11
8.09000015258789,2020-03-12
8.930000305175781,2020-03-13
9.020000457763672,2020-03-16
9.899999618530273,2020-03-17
8.920000076293945,2020-03-18
9.0,2020-03-19
9.770000457763672,2020-03-20
10.289999961853027,2020-03-23
9.850000381469727,2020-03-24
9.960000038146973,2020-03-25
10.25,2020-03-26
10.8100004196167,2020-03-27
11.479999542236328,2020-03-30
9.970000267028809,2020-03-31
8.329999923706055,2020-04-01
9.09000015258789,2020-04-02
9.529999732971191,2020-04-03
