GSK,Date
41.359352111816406,2019-09-04
41.086097717285156,2019-09-05
41.07633590698242,2019-09-06
40.48102951049805,2019-09-09
39.90523910522461,2019-09-10
39.83692169189453,2019-09-11
40.041866302490234,2019-09-12
39.90523910522461,2019-09-13
39.622222900390625,2019-09-16
40.11017990112305,2019-09-17
40.071144104003906,2019-09-18
40.32488250732422,2019-09-19
40.627418518066406,2019-09-20
40.910430908203125,2019-09-23
41.056819915771484,2019-09-24
40.41271209716797,2019-09-25
41.02754211425781,2019-09-26
41.32032012939453,2019-09-27
41.652130126953125,2019-09-30
41.29104232788086,2019-10-01
40.19801330566406,2019-10-02
40.451751708984375,2019-10-03
40.9787483215332,2019-10-04
41.18368911743164,2019-10-07
40.871395111083984,2019-10-08
41.06658172607422,2019-10-09
41.232486724853516,2019-10-10
41.16416931152344,2019-10-11
41.15441131591797,2019-10-14
41.25200271606445,2019-10-15
41.26176071166992,2019-10-16
41.44718551635742,2019-10-17
41.505741119384766,2019-10-18
41.57405471801758,2019-10-21
41.4959831237793,2019-10-22
42.22792053222656,2019-10-23
42.95985794067383,2019-10-24
42.76467514038086,2019-10-25
43.33070755004883,2019-10-28
43.51612854003906,2019-10-29
44.54084396362305,2019-10-30
44.69698715209961,2019-10-31
44.179752349853516,2019-11-01
43.945533752441406,2019-11-04
43.203834533691406,2019-11-05
43.29166793823242,2019-11-06
43.14527893066406,2019-11-07
43.350223541259766,2019-11-08
43.19407653808594,2019-11-11
43.447818756103516,2019-11-12
43.584442138671875,2019-11-13
43.278324127197266,2019-11-14
43.515193939208984,2019-11-15
43.75206756591797,2019-11-18
43.91984939575195,2019-11-19
43.347408294677734,2019-11-20
43.45597457885742,2019-11-21
43.43623733520508,2019-11-22
43.900108337402344,2019-11-25
44.22581100463867,2019-11-26
44.85746383666992,2019-11-27
44.8870735168457,2019-11-29
44.34424591064453,2019-12-02
44.067893981933594,2019-12-03
44.482418060302734,2019-12-04
44.6205940246582,2019-12-05
44.91667938232422,2019-12-06
45.035118103027344,2019-12-09
45.54833984375,2019-12-10
45.68651580810547,2019-12-11
45.331207275390625,2019-12-12
45.38055419921875,2019-12-13
46.268821716308594,2019-12-16
46.03194808959961,2019-12-17
46.268821716308594,2019-12-18
46.397125244140625,2019-12-19
46.70308303833008,2019-12-20
46.23921203613281,2019-12-23
46.2885627746582,2019-12-24
46.298431396484375,2019-12-26
46.67347717285156,2019-12-27
46.466217041015625,2019-12-30
46.37738800048828,2019-12-31
46.30830001831055,2020-01-02
45.8740348815918,2020-01-03
45.893775939941406,2020-01-06
45.6075553894043,2020-01-07
45.80494689941406,2020-01-08
46.04182052612305,2020-01-09
46.179996490478516,2020-01-10
46.33790969848633,2020-01-13
46.426734924316406,2020-01-14
46.98930358886719,2020-01-15
46.545169830322266,2020-01-16
47.26565170288086,2020-01-17
46.8807373046875,2020-01-21
47.16695785522461,2020-01-22
47.19656753540039,2020-01-23
46.6142578125,2020-01-24
45.8740348815918,2020-01-27
46.18986511230469,2020-01-28
46.57477951049805,2020-01-29
46.367515563964844,2020-01-30
46.18986511230469,2020-01-31
46.12077713012695,2020-02-03
46.50569152832031,2020-02-04
44.482418060302734,2020-02-05
43.56454086303711,2020-02-06
43.37702178955078,2020-02-07
44.02841567993164,2020-02-10
43.84088897705078,2020-02-11
43.65336990356445,2020-02-12
43.20923614501953,2020-02-13
43.16975784301758,2020-02-14
42.982234954833984,2020-02-18
42.92301940917969,2020-02-19
42.7599983215332,2020-02-20
43.08000183105469,2020-02-21
41.91999816894531,2020-02-24
41.47999954223633,2020-02-25
41.900001525878906,2020-02-26
41.59000015258789,2020-02-27
40.529998779296875,2020-02-28
42.54999923706055,2020-03-02
41.29999923706055,2020-03-03
43.349998474121094,2020-03-04
42.59000015258789,2020-03-05
42.380001068115234,2020-03-06
40.720001220703125,2020-03-09
41.02000045776367,2020-03-10
39.869998931884766,2020-03-11
36.5099983215332,2020-03-12
37.849998474121094,2020-03-13
33.66999816894531,2020-03-16
36.849998474121094,2020-03-17
34.279998779296875,2020-03-18
33.65999984741211,2020-03-19
33.34000015258789,2020-03-20
31.850000381469727,2020-03-23
34.0,2020-03-24
35.41999816894531,2020-03-25
37.25,2020-03-26
36.439998626708984,2020-03-27
37.599998474121094,2020-03-30
37.88999938964844,2020-03-31
37.220001220703125,2020-04-01
37.70000076293945,2020-04-02
37.13999938964844,2020-04-03
