GSK,Date
39.51388931274414,2019-07-19
39.67789077758789,2019-07-22
39.86117935180664,2019-07-23
39.96730041503906,2019-07-24
40.07341384887695,2019-07-25
40.43035125732422,2019-07-26
40.690818786621094,2019-07-29
40.343528747558594,2019-07-30
39.822593688964844,2019-07-31
40.015533447265625,2019-08-01
39.600711822509766,2019-08-02
38.93507766723633,2019-08-05
38.886844635009766,2019-08-06
39.07978057861328,2019-08-07
39.52463150024414,2019-08-08
39.49535369873047,2019-08-09
39.27089309692383,2019-08-12
39.6710205078125,2019-08-13
38.72438049316406,2019-08-14
38.99763107299805,2019-08-15
39.22209548950195,2019-08-16
39.397762298583984,2019-08-19
39.290409088134766,2019-08-20
39.710052490234375,2019-08-21
39.99306869506836,2019-08-22
40.19801330566406,2019-08-23
40.29560470581055,2019-08-26
40.26632308959961,2019-08-27
40.31512451171875,2019-08-28
40.71525192260742,2019-08-29
40.5786247253418,2019-08-30
41.39838790893555,2019-09-03
