JNJ,Date
126.88618469238281,2019-09-05
126.52106475830078,2019-09-06
125.27764892578125,2019-09-09
127.8434066772461,2019-09-10
129.4420623779297,2019-09-11
128.7117919921875,2019-09-12
129.0572052001953,2019-09-13
127.83352661132812,2019-09-16
127.96182250976562,2019-09-17
128.69207763671875,2019-09-18
128.39602661132812,2019-09-19
129.91574096679688,2019-09-20
130.00454711914062,2019-09-23
129.8170623779297,2019-09-24
129.26443481445312,2019-09-25
127.15264129638672,2019-09-26
126.90592956542969,2019-09-27
127.67564392089844,2019-09-30
128.27761840820312,2019-10-01
130.26112365722656,2019-10-02
129.46180725097656,2019-10-03
131.89926147460938,2019-10-04
131.40585327148438,2019-10-07
130.10324096679688,2019-10-08
127.51775360107422,2019-10-09
127.35985565185547,2019-10-10
129.59996032714844,2019-10-11
128.99798583984375,2019-10-14
131.09007263183594,2019-10-15
133.38937377929688,2019-10-16
134.37619018554688,2019-10-17
126.01776885986328,2019-10-18
126.33356475830078,2019-10-21
127.49800872802734,2019-10-22
128.1887969970703,2019-10-23
125.8204116821289,2019-10-24
126.65921783447266,2019-10-25
127.47827911376953,2019-10-28
127.41905975341797,2019-10-29
131.09007263183594,2019-10-30
130.30059814453125,2019-10-31
129.47166442871094,2019-11-01
128.51443481445312,2019-11-04
128.7019500732422,2019-11-05
129.23483276367188,2019-11-06
129.69862365722656,2019-11-07
131.24795532226562,2019-11-08
130.24139404296875,2019-11-11
129.61968994140625,2019-11-12
129.54075622558594,2019-11-13
129.23483276367188,2019-11-14
133.16241455078125,2019-11-15
133.05384826660156,2019-11-18
133.04397583007812,2019-11-19
134.14923095703125,2019-11-20
134.6426544189453,2019-11-21
136.2511749267578,2019-11-22
136.31077575683594,2019-11-25
136.3008575439453,2019-11-26
136.87718200683594,2019-11-27
136.61883544921875,2019-11-29
136.48965454101562,2019-12-02
136.29092407226562,2019-12-03
138.49685668945312,2019-12-04
138.6757049560547,2019-12-05
139.4905242919922,2019-12-06
139.60975646972656,2019-12-09
139.10299682617188,2019-12-10
140.0867156982422,2019-12-11
140.44442749023438,2019-12-12
140.4841766357422,2019-12-13
140.89157104492188,2019-12-16
142.65036010742188,2019-12-17
142.28271484375,2019-12-18
144.4290313720703,2019-12-19
145.134521484375,2019-12-20
145.51211547851562,2019-12-23
145.00534057617188,2019-12-24
144.90599060058594,2019-12-26
144.8264923095703,2019-12-27
144.3793487548828,2019-12-30
144.9457244873047,2019-12-31
145.0450897216797,2020-01-02
143.3657989501953,2020-01-03
143.18695068359375,2020-01-06
144.0613555908203,2020-01-07
144.04150390625,2020-01-08
144.46876525878906,2020-01-09
144.14085388183594,2020-01-10
144.7768096923828,2020-01-13
145.59161376953125,2020-01-14
146.07850646972656,2020-01-15
147.26095581054688,2020-01-16
148.22482299804688,2020-01-17
148.32418823242188,2020-01-21
147.31065368652344,2020-01-22
147.5888671875,2020-01-23
147.38021850585938,2020-01-24
147.80747985839844,2020-01-27
148.552734375,2020-01-28
149.5861358642578,2020-01-29
149.4072723388672,2020-01-30
147.9267120361328,2020-01-31
149.21847534179688,2020-02-03
150.63943481445312,2020-02-04
153.0142822265625,2020-02-05
152.55718994140625,2020-02-06
150.92758178710938,2020-02-07
150.8977813720703,2020-02-10
151.02696228027344,2020-02-11
150.1326446533203,2020-02-12
149.1389923095703,2020-02-13
149.17874145507812,2020-02-14
148.19500732421875,2020-02-18
147.99627685546875,2020-02-19
147.4298858642578,2020-02-20
148.97999572753906,2020-02-21
145.91000366210938,2020-02-24
144.64999389648438,2020-02-25
143.67999267578125,2020-02-26
139.1199951171875,2020-02-27
134.47999572753906,2020-02-28
140.02000427246094,2020-03-02
135.58999633789062,2020-03-03
143.47999572753906,2020-03-04
142.00999450683594,2020-03-05
142.02999877929688,2020-03-06
136.44000244140625,2020-03-09
141.63999938964844,2020-03-10
131.8000030517578,2020-03-11
125.41000366210938,2020-03-12
134.2899932861328,2020-03-13
127.12999725341797,2020-03-16
136.58999633789062,2020-03-17
134.9600067138672,2020-03-18
127.05000305175781,2020-03-19
119.88999938964844,2020-03-20
111.13999938964844,2020-03-23
119.18000030517578,2020-03-24
119.4000015258789,2020-03-25
126.56999969482422,2020-03-26
123.16000366210938,2020-03-27
133.00999450683594,2020-03-30
131.1300048828125,2020-03-31
128.80999755859375,2020-04-01
133.14999389648438,2020-04-02
134.1699981689453,2020-04-03
